Temperature,Humidity,Soil Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorus,Fertilizer
15.5,51.26,32.95,Loamy,Ragi (Finger Millet),9.5,13.61,22.07,20-15-15
27.77,45.45,27.53,Red Loam,Ragi (Finger Millet),15.14,21.81,32.46,20-15-15
20.9,39.98,15.7,Sand,Ragi (Finger Millet),27.32,32.72,29.51,SSP
28.65,58.6,17.65,Red Loam,Ragi (Finger Millet),28.8,22.72,23.16,MOP
24.29,44.96,12.78,Red Loam,Ragi (Finger Millet),23.84,17.9,17.82,Urea
27.18,45.57,15.44,Loamy,Ragi (Finger Millet),26,21.33,22.27,SSP
22.88,42.87,14.44,Red Loam,Ragi (Finger Millet),24.34,19.09,18.13,Urea
25.55,51.04,16.15,Loamy,Ragi (Finger Millet),25.17,22.17,20.37,SSP
22.35,32.41,12.14,Sandy Loam,Ragi (Finger Millet),21.41,15.12,15.91,20-15-15
33.08,56.14,45.13,Sandy Loam,Ragi (Finger Millet),1.29,26.11,35.01,MOP
26.01,51.31,15.78,Red Loam,Ragi (Finger Millet),27.45,20.56,21.53,SSP
24.7,41.33,12.85,Loamy,Ragi (Finger Millet),22.61,17.99,18.9,Urea
23.31,41.94,14.84,Red Loam,Ragi (Finger Millet),23.72,19.03,19.91,Urea
22.65,40.64,13.85,Sandy Loam,Ragi (Finger Millet),23.91,19.82,18.4,Urea
21.19,36.01,12.25,Loamy,Ragi (Finger Millet),21.92,16.11,15.91,20-15-15
24.97,41.65,14.29,Loamy,Ragi (Finger Millet),23.27,18.22,19.89,Urea
29.62,80.55,24.32,Clay,Ragi (Finger Millet),28.43,16.29,15.41,20-15-15
24.92,42.63,13.33,Red Loam,Ragi (Finger Millet),23.92,18.97,19.98,Urea
23.78,41.49,13.15,Red Loam,Ragi (Finger Millet),23.2,18.46,19.56,Urea
29.52,52.6,17.79,Loamy,Ragi (Finger Millet),29.31,23.64,24.37,MOP
30.48,50.78,48.83,Sand,Ragi (Finger Millet),-4.08,14.13,21.45,Urea
20.96,41.98,21.64,Red Loam,Ragi (Finger Millet),-8.84,28.74,27.08,Urea
22.24,32.16,10.76,Loamy,Ragi (Finger Millet),21.48,15.6,15.18,20-15-15
27.03,51.73,16.65,Loamy,Ragi (Finger Millet),26.2,21.44,22.3,SSP
21,33.09,10.05,Sandy Loam,Ragi (Finger Millet),22.09,15.19,16.99,20-15-15
21.43,36.04,10.43,Sandy Loam,Ragi (Finger Millet),21.75,15.64,17.14,20-15-15
22.88,44.92,13.87,Sandy Loam,Ragi (Finger Millet),24.74,17.63,18.56,Urea
24.09,43.82,13.02,Sandy Loam,Ragi (Finger Millet),24.4,18.36,17.84,Urea
23.61,41.35,12.5,Sandy Loam,Ragi (Finger Millet),23.91,18.94,19.63,Urea
31.22,81.92,42.58,Loamy,Ragi (Finger Millet),1.85,28.02,41.14,20-15-15
20.07,35,10.93,Sandy Loam,Ragi (Finger Millet),20.54,15.8,17.3,20-15-15
26.53,45.32,15.08,Sandy Loam,Ragi (Finger Millet),25.2,21.03,22.26,SSP
27.14,52.4,17.34,Sandy Loam,Ragi (Finger Millet),26.33,20.64,21.17,SSP
33.77,75.97,45.99,Sandy Loam,Ragi (Finger Millet),23.86,15.6,30.47,SSP
27.31,47.79,17.05,Loamy,Ragi (Finger Millet),25.22,21.17,20.65,SSP
27.39,52.22,16.29,Red Loam,Ragi (Finger Millet),27.21,20.44,20.27,SSP
25.69,50.35,15.61,Red Loam,Ragi (Finger Millet),25.22,21.36,20.82,SSP
22.97,44.13,14.01,Sandy Loam,Ragi (Finger Millet),24.39,19.86,17.62,Urea
23.96,43.17,14.16,Red Loam,Ragi (Finger Millet),23.73,18.89,17.77,Urea
25.82,78.2,10.09,Loamy,Ragi (Finger Millet),19.5,28.23,37.95,20-15-15
25.7,48.26,17.31,Sandy Loam,Ragi (Finger Millet),26.24,21.17,22.23,SSP
22.27,32.6,11.83,Sandy Loam,Ragi (Finger Millet),21.43,16.79,16.06,20-15-15
21.99,36.91,10.3,Loamy,Ragi (Finger Millet),22.16,16.92,16.01,20-15-15
21.26,30.25,10.56,Red Loam,Ragi (Finger Millet),20.74,15.47,16.18,20-15-15
26.82,51.43,17.27,Loamy,Ragi (Finger Millet),27.32,20.1,21.13,SSP
22.59,44.61,14.08,Red Loam,Ragi (Finger Millet),23.39,18.87,18.22,Urea
27.29,45.34,15.02,Loamy,Ragi (Finger Millet),26.6,20.22,20.86,SSP
27.2,52.11,15.08,Red Loam,Ragi (Finger Millet),27.16,20.86,20.16,SSP
26.03,49.46,17.12,Sandy Loam,Ragi (Finger Millet),25.35,21.46,20.02,SSP
20.07,33.24,10.12,Sandy Loam,Ragi (Finger Millet),21.93,15.06,15.21,20-15-15
17.58,75.8,47.42,Sandy Loam,Ragi (Finger Millet),20.45,29.23,37.67,MOP
30.16,40.66,23.23,Sandy Loam,Ragi (Finger Millet),-3.65,10.54,36.99,MOP
27.21,47.66,16.37,Loamy,Ragi (Finger Millet),26.92,21.28,20.08,SSP
31.67,72.55,35.19,Loamy,Ragi (Finger Millet),5.68,14.18,24.77,MOP
34.57,73.28,15.97,Clay,Ragi (Finger Millet),-5.48,24.88,41.82,20-15-15
26.24,49.44,15.7,Red Loam,Ragi (Finger Millet),27.3,20.93,20.17,SSP
24.29,72.47,41.98,Clay,Ragi (Finger Millet),11.67,15.47,22.06,SSP
26.82,50.43,16.23,Red Loam,Ragi (Finger Millet),25.07,22.13,21.01,SSP
25.27,51.81,15.51,Sandy Loam,Ragi (Finger Millet),26.75,20.33,21.1,SSP
28.39,55.89,17.72,Loamy,Ragi (Finger Millet),29.53,24.9,23.47,MOP
29.18,55.76,19.99,Red Loam,Ragi (Finger Millet),29.75,24.95,23.1,MOP
29.43,57.05,18.6,Red Loam,Ragi (Finger Millet),28.45,22.53,23.38,MOP
22.56,42.63,12.94,Sandy Loam,Ragi (Finger Millet),22.58,19.33,19.58,Urea
23.89,38.66,13.54,Sandy Loam,Ragi (Finger Millet),24.28,18.03,18.99,Urea
27.11,50.61,16.82,Sandy Loam,Ragi (Finger Millet),25.16,22.05,21.41,SSP
26.34,47.44,15.45,Red Loam,Ragi (Finger Millet),27.09,20.01,20.86,SSP
20.87,31.82,11.08,Red Loam,Ragi (Finger Millet),21.64,16.6,16.32,20-15-15
21.77,32.2,11.47,Red Loam,Ragi (Finger Millet),20.8,15.03,15.96,20-15-15
23.08,44.53,12.64,Red Loam,Ragi (Finger Millet),24.98,19.21,18.72,Urea
21.81,32.62,12.38,Loamy,Ragi (Finger Millet),21.71,17.36,17.18,20-15-15
27.3,47.49,15.45,Red Loam,Ragi (Finger Millet),27.13,21.54,21.53,SSP
21.19,35.52,12.2,Sandy Loam,Ragi (Finger Millet),22.11,17.43,16.9,20-15-15
26.79,46.98,16.78,Sandy Loam,Ragi (Finger Millet),25.43,21.06,21.65,SSP
27.57,55.63,19.36,Red Loam,Ragi (Finger Millet),29.24,23.15,23.13,MOP
22.92,42.41,13.01,Sandy Loam,Ragi (Finger Millet),23.74,18.87,18.65,Urea
25.13,51.18,15.45,Sandy Loam,Ragi (Finger Millet),27.48,20.79,20.6,SSP
23.11,51.58,46.27,Sandy Loam,Ragi (Finger Millet),12.21,30.59,33.65,SSP
28.89,56.37,19.57,Red Loam,Ragi (Finger Millet),27.64,23.58,23.46,MOP
25.37,52.32,17.08,Red Loam,Ragi (Finger Millet),26.65,20.95,20.9,SSP
21.91,33.28,10.23,Red Loam,Ragi (Finger Millet),20.32,16.91,16.37,20-15-15
22.11,30.54,11.18,Loamy,Ragi (Finger Millet),21.84,16.29,16.49,20-15-15
22.69,33.47,15.31,Clay,Rapeseed & Mustard,27.2,15.93,33.02,Urea
15.9,60.5,27.14,Loamy,Rapeseed & Mustard,88.14,53.63,43.4,DAP
17.58,66.61,28.13,Sandy Loam,Rapeseed & Mustard,95.73,56.02,47.27,MOP
38.35,67.09,45.85,Loamy,Rapeseed & Mustard,-1.83,20,25.76,30-15-20
11.36,52.14,21.83,Clay Loam,Rapeseed & Mustard,66.32,41.56,30.28,30-15-20
16.95,62.23,26.9,Clay Loam,Rapeseed & Mustard,86.9,51.99,43.82,DAP
24.83,80.96,27.16,Loamy,Rapeseed & Mustard,-3.34,13.1,23.44,Urea
17.59,67.65,28.58,Sandy Loam,Rapeseed & Mustard,97.41,58.73,49.36,MOP
10.97,52.28,21.11,Sandy Loam,Rapeseed & Mustard,62.66,43.03,32.43,30-15-20
11.52,54.3,20.75,Loamy,Rapeseed & Mustard,60.28,42.92,30.29,30-15-20
13.71,57.77,23,Sandy Loam,Rapeseed & Mustard,75.23,48.04,37.75,Urea
19.45,67.22,28.09,Clay Loam,Rapeseed & Mustard,98.46,58.39,49.9,MOP
14.7,57.2,23.64,Sandy Loam,Rapeseed & Mustard,71.67,48.64,39.24,Urea
14.2,59.61,24.5,Clay Loam,Rapeseed & Mustard,75.05,47.59,37.18,Urea
15.3,61.76,25.91,Sandy Loam,Rapeseed & Mustard,85.13,50.84,44.53,DAP
15.32,64.08,26.87,Clay Loam,Rapeseed & Mustard,87.29,53.1,40.82,DAP
15.7,63.29,29.48,Loamy,Rapeseed & Mustard,-9.17,23.63,25.93,Urea
18.83,65.11,28.62,Loamy,Rapeseed & Mustard,95.46,55.26,46.98,MOP
12.86,55.86,24.97,Sandy Loam,Rapeseed & Mustard,79.69,49.33,38.06,Urea
13.67,56.19,22.89,Sandy Loam,Rapeseed & Mustard,70.4,47.8,38.55,Urea
17.86,68.31,27.73,Loamy,Rapeseed & Mustard,91.18,57.32,49.05,MOP
15.36,61.36,26.47,Loamy,Rapeseed & Mustard,81.34,52.62,40.34,DAP
21.37,85.3,42.84,Clay,Rapeseed & Mustard,-0.9,27.01,16.17,MOP
20.68,65.62,28.06,Sandy Loam,Rapeseed & Mustard,10.7,32.55,40.4,DAP
13.03,55.13,24.26,Loamy,Rapeseed & Mustard,74.4,48.04,39.7,Urea
31.97,76.43,37.72,Loamy,Rapeseed & Mustard,13.04,28.8,29.53,DAP
12.79,55.38,23.22,Clay Loam,Rapeseed & Mustard,74.83,46.61,36.13,Urea
19.5,65.36,27.93,Loamy,Rapeseed & Mustard,93.87,55.93,49.67,MOP
16.59,64.64,26.16,Clay Loam,Rapeseed & Mustard,82.78,54.66,41.95,DAP
12.82,58.79,22.73,Sandy Loam,Rapeseed & Mustard,79.7,46.31,36.12,Urea
39.96,70.19,29.86,Loamy,Rapeseed & Mustard,-4.81,21.09,31.5,MOP
14.28,58.76,24.07,Sandy Loam,Rapeseed & Mustard,76.74,48.66,37.47,Urea
11.44,54.05,21.86,Clay Loam,Rapeseed & Mustard,67.15,40.94,34.84,30-15-20
18.88,65.71,29.89,Sandy Loam,Rapeseed & Mustard,95.84,57.4,45.26,MOP
17.07,63.63,25.17,Sandy Loam,Rapeseed & Mustard,86.29,50.15,41.98,DAP
20.79,40.3,11.68,Clay Loam,Rapeseed & Mustard,20.08,34.76,25.34,30-15-20
16.59,74.74,48.21,Clay Loam,Rapeseed & Mustard,11.82,28.4,28.81,30-15-20
15.2,63.41,26.66,Sandy Loam,Rapeseed & Mustard,88.72,51.8,41.74,DAP
19.99,65.19,29.17,Sandy Loam,Rapeseed & Mustard,92.91,56.18,45.98,MOP
11.77,54.5,21.04,Clay Loam,Rapeseed & Mustard,62.78,42.92,30.94,30-15-20
17.31,73.09,10.34,Sandy Loam,Rapeseed & Mustard,27.94,5.28,21.78,Urea
10.95,53.99,21.03,Clay Loam,Rapeseed & Mustard,62.14,42.1,31.9,30-15-20
17.71,65.95,29.31,Clay Loam,Rapeseed & Mustard,94.77,59.34,49.7,MOP
10.61,53.92,20.06,Loamy,Rapeseed & Mustard,66.6,43.76,31.55,30-15-20
17,62.65,25.03,Loamy,Rapeseed & Mustard,84.45,53.11,42.34,DAP
17.88,83.47,12.3,Loamy,Rapeseed & Mustard,5.13,5.97,23.52,MOP
10.05,52.03,21.35,Loamy,Rapeseed & Mustard,64.03,41.05,34.81,30-15-20
19.71,67.84,27.52,Clay Loam,Rapeseed & Mustard,97.56,57.69,46.3,MOP
12.95,56.42,24.51,Sandy Loam,Rapeseed & Mustard,71.35,45.4,37.35,Urea
11.09,52.06,20.15,Loamy,Rapeseed & Mustard,62.82,42.26,30.57,30-15-20
20.84,68.3,38.12,Loamy,Rapeseed & Mustard,-4.79,10.22,16.16,Urea
19.65,66.92,28.03,Sandy Loam,Rapeseed & Mustard,90.38,58.12,47.55,MOP
15.53,63.39,25.39,Clay Loam,Rapeseed & Mustard,80.82,54.51,42.59,DAP
34.36,58.62,27.51,Clay Loam,Rapeseed & Mustard,-9.82,10.79,21.17,MOP
19.8,67.44,28.82,Loamy,Rapeseed & Mustard,95.44,55.49,45.67,MOP
14.63,55.7,24.41,Loamy,Rapeseed & Mustard,79.7,48.34,35.77,Urea
16.72,61.57,25.2,Clay Loam,Rapeseed & Mustard,87.02,50.33,44.58,DAP
13.91,59.98,24.08,Sandy Loam,Rapeseed & Mustard,71.96,48.14,39.44,Urea
11.69,50.99,20.89,Clay Loam,Rapeseed & Mustard,66.51,40.39,31.23,30-15-20
15.45,64.56,25.02,Clay Loam,Rapeseed & Mustard,87.66,51.18,40.02,DAP
13.41,58.15,24.17,Loamy,Rapeseed & Mustard,75.41,49.8,37.82,Urea
13.77,55.95,22.59,Sandy Loam,Rapeseed & Mustard,78.73,46.04,37.94,Urea
18.98,66.63,28.46,Clay Loam,Rapeseed & Mustard,94.18,59.97,49.54,MOP
11.78,53.1,20.22,Loamy,Rapeseed & Mustard,60.17,41.7,32.19,30-15-20
11.81,54.18,21.51,Loamy,Rapeseed & Mustard,60.99,43.52,32.43,30-15-20
13.44,57.66,23.24,Loamy,Rapeseed & Mustard,71.08,49.77,37.38,Urea
10,53.41,21.26,Loamy,Rapeseed & Mustard,61.59,40.06,33.66,30-15-20
15.33,64.52,26.22,Clay Loam,Rapeseed & Mustard,86.25,50.76,41.07,DAP
12.08,52.65,21.21,Sandy Loam,Rapeseed & Mustard,66.41,40.16,34.24,30-15-20
13.19,56.41,22.55,Sandy Loam,Rapeseed & Mustard,71.34,48.36,36.79,Urea
33.46,66.79,38.28,Clay,Rapeseed & Mustard,17.74,16,26.39,30-15-20
16.86,64.61,25.76,Loamy,Rapeseed & Mustard,89.63,53.37,40.1,DAP
15.9,64.81,25.08,Loamy,Rapeseed & Mustard,87.26,54.37,43.66,DAP
21.39,37.42,17.41,Clay,Rapeseed & Mustard,-9.86,30.25,44.01,MOP
17.11,64.02,26.02,Sandy Loam,Rapeseed & Mustard,87.95,50.49,44.89,DAP
17.07,64.29,26.86,Clay Loam,Rapeseed & Mustard,81.57,52.79,44.76,DAP
22.75,34.2,40.46,Loamy,Rapeseed & Mustard,6.76,31.04,38.24,Urea
13.96,56.9,22.52,Loamy,Rapeseed & Mustard,74.87,45.41,35.23,Urea
12.62,58.48,22.61,Clay Loam,Rapeseed & Mustard,71.51,47.52,35.82,Urea
18.08,67.68,28.48,Sandy Loam,Rapeseed & Mustard,94.51,58.34,46.49,MOP
13.34,58.13,23.95,Loamy,Rapeseed & Mustard,75.81,49.59,37.06,Urea
11.7,53,22.02,Loamy,Rapeseed & Mustard,69.27,41.21,34.27,30-15-20
11.95,50,21.48,Clay Loam,Rapeseed & Mustard,62.4,41.16,34.1,30-15-20
39.58,72.19,27.75,Clay Loam,Rapeseed & Mustard,13.34,11.44,26.07,DAP
19.75,67.09,28.21,Clay Loam,Rapeseed & Mustard,95.27,56.41,47.92,MOP
15.3,61.62,27.26,Clay Loam,Rapeseed & Mustard,89.3,50.14,44.65,DAP
16.96,85.36,44.97,Sandy Loam,Rapeseed & Mustard,14.32,29.6,16.24,30-15-20
12.65,55.97,24.81,Loamy,Rapeseed & Mustard,76.82,46.69,39.94,Urea
11.89,52.09,20.29,Clay Loam,Rapeseed & Mustard,66.26,42.1,31.98,30-15-20
19.68,67.95,28.6,Sandy Loam,Rapeseed & Mustard,97.2,59.26,49.54,MOP
15.65,63.75,25.24,Loamy,Rapeseed & Mustard,85.41,50.91,44.33,DAP
14.62,56.5,23.03,Loamy,Rapeseed & Mustard,76.85,49.07,39.64,Urea
18.66,67.05,28.73,Sandy Loam,Rapeseed & Mustard,93.53,55.29,46.88,MOP
18.06,67.04,29.41,Clay Loam,Rapeseed & Mustard,90.19,55.48,45.01,MOP
26.29,77.22,23.52,Clay Loam,Rapeseed & Mustard,20.18,24.79,36.19,30-15-20
17.39,60.25,26.63,Sandy Loam,Rapeseed & Mustard,88.63,50.28,42.15,DAP
14.93,57.75,22.68,Clay Loam,Rapeseed & Mustard,77.25,45.07,36.17,Urea
16.21,39.87,30.76,Loamy,Rapeseed & Mustard,25.96,31.05,35.66,Urea
14.42,59.22,23.61,Sandy Loam,Rapeseed & Mustard,73.06,45.87,35.71,Urea
34.99,43.76,26.25,Sandy Loam,Rapeseed & Mustard,4.15,13.53,16.01,30-15-20
18.44,37.22,18.88,Clay Loam,Rapeseed & Mustard,20.19,6.24,37.99,Urea
15.22,82.1,30.05,Clay Loam,Rapeseed & Mustard,12.53,12.96,33.1,Urea
16.23,60.78,26.58,Sandy Loam,Rapeseed & Mustard,81.51,52.12,41.87,DAP
13.93,59.01,24.39,Loamy,Rapeseed & Mustard,77.34,46.1,39.39,Urea
29.18,49.64,30.61,Sand,Rapeseed & Mustard,18.23,27.2,35.01,DAP
18.75,66.89,29.04,Clay Loam,Rapeseed & Mustard,94.7,57.75,47.32,MOP
15.8,63.07,25.26,Sandy Loam,Rapeseed & Mustard,81.17,54.14,44.96,DAP
18.53,67.87,28.09,Clay Loam,Rapeseed & Mustard,91.62,55.77,49.33,MOP
16.17,63.7,27.32,Sandy Loam,Rapeseed & Mustard,82.58,53.26,42.08,DAP
15.06,64.45,27.03,Sandy Loam,Rapeseed & Mustard,82.42,51.98,42.74,DAP
31.97,76.19,17.8,Sandy Loam,Rapeseed & Mustard,-9.21,30.38,30.27,30-15-20
10.93,51.24,21.53,Clay Loam,Rapeseed & Mustard,67.87,42.74,30.31,30-15-20
10.01,53.85,21.98,Loamy,Rapeseed & Mustard,69.66,44.32,34.57,30-15-20
10.42,52.25,22.09,Clay Loam,Rapeseed & Mustard,63.54,40.13,32.03,30-15-20
12.77,55.35,24.11,Clay Loam,Rapeseed & Mustard,72.06,47.29,39.47,Urea
18.69,68.8,29.07,Sandy Loam,Rapeseed & Mustard,94.72,57.55,48.11,MOP
16.87,62.32,27.43,Loamy,Rapeseed & Mustard,88.23,54.14,41.38,DAP
10.81,53.28,20.76,Clay Loam,Rapeseed & Mustard,69.57,43.24,31.34,30-15-20
34.67,73.25,33.04,Sandy Loam,Rapeseed & Mustard,2.32,22.25,35.63,DAP
19.02,67.58,28.67,Loamy,Rapeseed & Mustard,99.83,58.89,45.99,MOP
31.88,52.3,37.61,Clay,Rapeseed & Mustard,-1.38,33.46,16.29,Urea
28.54,63.62,42.68,Clay,Rapeseed & Mustard,18.96,28.57,36.2,30-15-20
17.36,86.24,14.63,Clay,Rapeseed & Mustard,10.09,31.48,38.83,Urea
11.76,51.46,21.61,Clay Loam,Rapeseed & Mustard,60.85,40.61,32.41,30-15-20
14.8,55.61,23.18,Clay Loam,Rapeseed & Mustard,78.41,47.49,36.95,Urea
19.4,66.18,29.51,Sandy Loam,Rapeseed & Mustard,99.95,57.03,49.93,MOP
14.02,57.09,23.67,Sandy Loam,Rapeseed & Mustard,78.42,45.14,35.58,Urea
10.14,50.9,21.9,Clay Loam,Rapeseed & Mustard,64,42.74,31.65,30-15-20
13.65,55.87,24.18,Sandy Loam,Rapeseed & Mustard,76.5,49.37,36.45,Urea
11.06,54.06,22.45,Loamy,Rapeseed & Mustard,64.1,44.7,34.21,30-15-20
18.24,69.65,29.56,Clay Loam,Rapeseed & Mustard,95.5,58.46,48.23,MOP
11.86,53.92,20.36,Sandy Loam,Rapeseed & Mustard,64.19,43.47,30.92,30-15-20
14.09,57.06,23.75,Clay Loam,Rapeseed & Mustard,76.81,45.48,38.13,Urea
15.1,64,26.79,Loamy,Rapeseed & Mustard,89.4,50.8,44.51,DAP
17.17,63.06,25.21,Clay Loam,Rapeseed & Mustard,83.91,52.81,44.23,DAP
18.92,65.82,28.39,Loamy,Rapeseed & Mustard,96.65,59.61,45.58,MOP
16.71,61.37,26.6,Clay Loam,Rapeseed & Mustard,83.42,52.31,42.79,DAP
14.05,58.18,23.47,Loamy,Rapeseed & Mustard,76.39,47.54,39.57,Urea
16.15,63.18,26.76,Sandy Loam,Rapeseed & Mustard,83.19,51.18,40.8,DAP
11.75,50.85,21.32,Sandy Loam,Rapeseed & Mustard,66.59,41.63,33.26,30-15-20
10.04,53.89,21.86,Loamy,Rapeseed & Mustard,66.96,44.65,32.7,30-15-20
17.97,69.94,29.62,Sandy Loam,Rapeseed & Mustard,98.7,58.9,46.06,MOP
15.28,61.78,25.69,Clay Loam,Rapeseed & Mustard,84.09,51.83,42.97,DAP
14.51,57.98,23.68,Loamy,Rapeseed & Mustard,76.07,45.88,39.03,Urea
32.55,85.57,32.01,Sandy Loam,Rapeseed & Mustard,15.75,14.68,39.25,DAP
12.04,53.14,20.82,Clay Loam,Rapeseed & Mustard,64.13,42.01,33.65,30-15-20
11.63,54.4,22.18,Clay Loam,Rapeseed & Mustard,62.88,43.49,30.38,30-15-20
14.99,56.67,23.02,Sandy Loam,Rapeseed & Mustard,73.39,48.15,36.88,Urea
12.04,52.32,22.19,Loamy,Rapeseed & Mustard,64.95,44.61,30.23,30-15-20
18.53,65.06,29.26,Loamy,Rapeseed & Mustard,98.89,55.01,46.27,MOP
18.48,61.05,42.65,Clay Loam,Rapeseed & Mustard,15.14,13.1,20.61,30-15-20
15.59,64.73,26.36,Sandy Loam,Rapeseed & Mustard,88.14,52.18,44.99,DAP
32.99,33.04,27.78,Sand,Rapeseed & Mustard,16.82,28.94,23.44,DAP
10.6,51.1,21.05,Clay Loam,Rapeseed & Mustard,63.67,41.65,34.97,30-15-20
17.86,69.16,29.63,Clay Loam,Rapeseed & Mustard,91.12,58.98,47.43,MOP
16.48,62.66,27.12,Clay Loam,Rapeseed & Mustard,85.57,53.34,43.27,DAP
19.27,69.39,29.78,Clay Loam,Rapeseed & Mustard,94.63,58.02,48.9,MOP
14.82,57.67,24.59,Clay Loam,Rapeseed & Mustard,76.25,46.69,36.07,Urea
34.85,52.89,16.8,Sandy Loam,Rapeseed & Mustard,21.4,11.67,44.25,Urea
15.07,64.96,26.25,Clay Loam,Rapeseed & Mustard,80.27,52.15,44.09,DAP
15.05,79.2,49.28,Sand,Rapeseed & Mustard,-5.02,26.6,26.11,30-15-20
19.57,69.1,29.04,Loamy,Rapeseed & Mustard,98.8,58.05,47.67,MOP
14.31,57.8,23.19,Loamy,Rapeseed & Mustard,72.03,45.73,38.63,Urea
13.89,57.7,23.96,Loamy,Rapeseed & Mustard,78.16,45.59,38.55,Urea
19.08,68.29,28.02,Clay Loam,Rapeseed & Mustard,98.83,57.85,45.06,MOP
34.61,49.18,26.3,Clay,Rapeseed & Mustard,7.92,18.75,41.24,Urea
18.64,67.91,29.55,Clay Loam,Rapeseed & Mustard,99.13,57.55,48.06,MOP
12.56,59.86,22.55,Sandy Loam,Rapeseed & Mustard,70.22,46.85,36.94,Urea
15.11,63.77,25.8,Sandy Loam,Rapeseed & Mustard,80.12,50.01,43.18,DAP
12.7,57.52,24.09,Sandy Loam,Rapeseed & Mustard,76.24,46.9,35.99,Urea
16.33,63.83,26.84,Sandy Loam,Rapeseed & Mustard,82.81,52.62,42.64,DAP
14.12,58.33,23.94,Sandy Loam,Rapeseed & Mustard,74.38,45.95,39.24,Urea
13.45,59.66,24.09,Clay Loam,Rapeseed & Mustard,72.27,46.27,35.66,Urea
12.67,59.6,24.42,Sandy Loam,Rapeseed & Mustard,75.43,47.87,39.99,Urea
19.98,69.26,29.95,Loamy,Rapeseed & Mustard,99.87,55.64,45.67,MOP
15.42,63.06,25.74,Loamy,Rapeseed & Mustard,84.77,52.43,40.92,DAP
12.53,55.85,24.79,Clay Loam,Rapeseed & Mustard,75.63,47.8,38.65,Urea
19.98,69.25,28.44,Sandy Loam,Rapeseed & Mustard,91.57,58.73,48.49,MOP
28.63,47.24,34.54,Clay,Rapeseed & Mustard,-6.32,31.77,34.55,30-15-20
31.19,87.31,25.44,Clay Loam,Rapeseed & Mustard,-8.52,7.64,31.58,DAP
14.95,57.21,23.85,Loamy,Rapeseed & Mustard,73.2,48.44,38.02,Urea
36.4,73.71,35.27,Sand,Rapeseed & Mustard,6.08,12.52,27.78,MOP
15.95,61.93,26.67,Sandy Loam,Rapeseed & Mustard,83.41,50.01,42.71,DAP
18.85,65.72,27.94,Sandy Loam,Rapeseed & Mustard,96.68,58.59,47.7,MOP
19.16,68.41,28.19,Clay Loam,Rapeseed & Mustard,93.83,56.18,48.4,MOP
17.47,64.25,25.38,Clay Loam,Rapeseed & Mustard,81.36,51.01,41.87,DAP
21.81,61.24,34.4,Loamy,Rapeseed & Mustard,27.35,8.74,21.65,DAP
18.62,66.28,29.54,Loamy,Rapeseed & Mustard,97.61,56.55,46.53,MOP
18.22,35.19,14.83,Clay Loam,Rapeseed & Mustard,29.01,7.7,38.39,MOP
18.78,86.5,32.07,Clay,Rapeseed & Mustard,26.21,14.71,29.62,Urea
19.09,67.7,28.79,Clay Loam,Rapeseed & Mustard,91.93,55.41,45.98,MOP
16.27,60.96,26.43,Clay Loam,Rapeseed & Mustard,81.53,52.32,40.98,DAP
19.4,69.6,28.65,Sandy Loam,Rapeseed & Mustard,96.06,59.08,47.87,MOP
14.44,58.06,23.61,Sandy Loam,Rapeseed & Mustard,76.42,48.99,37.87,Urea
21.8,34.61,11.13,Clay Loam,Rapeseed & Mustard,0.8,15.24,39.15,MOP
17.33,63.29,27.28,Sandy Loam,Rapeseed & Mustard,82.88,50.71,40.65,DAP
12.35,54.41,20.61,Loamy,Rapeseed & Mustard,60.69,41.77,31.68,30-15-20
10.93,50.53,21.44,Loamy,Rapeseed & Mustard,68.77,40.27,33.08,30-15-20
10.24,52.28,22.33,Loamy,Rapeseed & Mustard,65.22,41.85,30.8,30-15-20
16.23,61.55,25.02,Clay Loam,Rapeseed & Mustard,87.46,53,42.5,DAP
14.25,59.58,22.56,Sandy Loam,Rapeseed & Mustard,75.23,48.86,39.28,Urea
12.67,55.06,24.37,Loamy,Rapeseed & Mustard,74.87,47.94,38.96,Urea
12.21,50.47,22.14,Clay Loam,Rapeseed & Mustard,61.84,44.68,32.25,30-15-20
11.7,54.23,21.56,Loamy,Rapeseed & Mustard,67.43,40.08,31.29,30-15-20
13.32,57.9,24.52,Sandy Loam,Rapeseed & Mustard,76.36,45.78,37.1,Urea
13.27,59.32,22.63,Loamy,Rapeseed & Mustard,79.64,47.09,35.23,Urea
18.64,66.81,27.58,Sandy Loam,Rapeseed & Mustard,93.25,56.4,47.37,MOP
19.12,68.21,29.8,Sandy Loam,Rapeseed & Mustard,91.7,56.38,48.28,MOP
14.15,57.08,25,Loamy,Rapeseed & Mustard,77.66,48.43,35.4,Urea
13.85,56.78,23.57,Loamy,Rapeseed & Mustard,75.39,46.31,36.62,Urea
17.73,65.45,28.92,Loamy,Rapeseed & Mustard,94.06,55.19,47.82,MOP
16.35,62.7,25.94,Loamy,Rapeseed & Mustard,89.54,50.65,40.49,DAP
12.97,59.21,22.73,Clay Loam,Rapeseed & Mustard,70.52,48.85,36.4,Urea
15.69,63.68,25.62,Loamy,Rapeseed & Mustard,80.89,51.23,40.78,DAP
17.64,66.67,29.99,Clay Loam,Rapeseed & Mustard,95.64,57.83,49.41,MOP
11.32,53.37,20.75,Loamy,Rapeseed & Mustard,65.99,43.09,30.38,30-15-20
